C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_37     2023-09-18  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	As	Br	Rb	Sr	Zr	Sb	Ba	Ce	Pr	Nd	Sm	Eu	Gd	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W Lb2	W La inel	W Lb1 inel	W Lb2 inel	Mo inc	Mo coh	Dt	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_37\XRF data\L000000.spe	1284.00	5.94	1	0.010381	-0.008249	0.010160	0.076187	103154	3.80	1.052	13.635	0.000	0.000	2.225	26.746	20.522	22.528	2.210	2.513	22.940	631.565	2.587	1.512	5.595	1.253	0.206	3.303	2.438	1.010	0.232	0.983	0.983	1.054	0.986	1.291	0.000	0.049	3.467	0.683	13.659	2.420	2.711	1.023	2.694	1.033	0.784	1.808	1.523	34.878	13.899	0.135	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_37\XRF data\L000001.spe	1284.20	5.94	1	0.010381	-0.008249	0.010160	0.076187	103782	3.96	1.012	12.961	0.026	0.000	2.217	26.477	16.815	21.341	2.123	2.604	24.730	632.964	2.457	1.493	5.592	1.305	0.389	3.494	2.373	0.703	0.206	0.961	0.972	1.035	0.990	1.283	0.000	0.121	3.617	0.854	14.405	2.401	2.718	0.911	3.392	0.816	0.704	1.973	1.734	35.693	13.887	0.137	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_37\XRF data\L000002.spe	1284.40	5.94	1	0.010381	-0.008249	0.010160	0.076187	110152	4.14	1.011	14.045	0.000	0.000	2.242	29.375	14.675	24.231	2.488	2.925	25.366	697.193	2.729	1.411	5.960	1.558	0.452	3.636	2.489	0.669	0.238	0.982	1.017	1.146	1.124	1.430	0.000	0.037	4.707	0.811	15.483	2.897	2.800	1.105	2.459	0.906	1.298	2.345	1.714	34.843	14.191	0.141	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_37\XRF data\L000003.spe	1284.60	5.94	1	0.010382	-0.008249	0.010160	0.076187	111382	4.84	1.014	14.336	0.023	0.000	2.158	28.477	14.534	22.825	2.394	2.920	22.777	712.979	2.714	1.391	5.616	1.351	0.518	3.542	2.365	1.450	0.196	1.055	1.016	1.088	1.091	1.494	0.000	0.000	4.862	0.888	15.152	2.817	3.016	0.983	1.877	1.004	1.080	2.172	1.283	35.146	14.304	0.143	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_37\XRF data\L000004.spe	1284.80	5.94	1	0.010378	-0.008249	0.010160	0.076187	114230	4.07	1.054	14.097	0.022	0.000	2.323	28.583	14.705	22.378	2.337	3.103	26.048	742.823	2.744	1.410	5.800	1.355	0.331	3.651	2.238	1.690	0.148	1.475	0.841	1.043	1.208	1.616	0.000	0.000	4.887	0.716	17.830	2.931	2.336	0.748	1.767	1.209	1.248	2.192	1.462	34.982	14.189	0.145	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_37\XRF data\L000005.spe	1285.00	5.94	1	0.010377	-0.008249	0.010160	0.076187	111192	3.67	1.012	13.831	0.028	0.000	2.172	28.180	14.540	22.159	2.255	2.921	30.419	708.680	2.921	1.529	5.980	1.342	0.553	3.804	2.189	1.028	0.229	1.572	0.867	0.967	1.121	1.540	0.000	0.000	4.753	0.524	17.301	3.049	2.515	1.115	1.624	1.213	1.046	2.045	1.260	35.843	14.263	0.142	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_37\XRF data\L000006.spe	1285.20	5.94	1	0.010377	-0.008249	0.010160	0.076187	106915	3.78	1.066	13.347	0.025	0.000	2.165	27.371	13.854	21.859	2.383	2.876	25.078	655.838	2.790	1.474	5.912	1.267	0.428	3.686	2.277	0.828	0.157	1.619	0.688	0.986	1.124	1.416	0.000	0.013	3.849	0.550	16.577	2.982	2.447	1.030	1.667	1.056	1.352	2.320	1.391	35.231	14.363	0.140	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_37\XRF data\L000007.spe	1285.40	5.93	1	0.010377	-0.008249	0.010160	0.076187	108744	3.86	0.994	13.726	0.013	0.000	2.145	28.131	15.303	22.249	2.436	2.867	26.037	669.900	2.678	1.463	6.123	1.382	0.593	4.066	2.796	0.588	0.220	1.595	0.810	0.942	1.152	1.513	0.000	0.000	4.153	0.183	16.907	2.952	1.954	1.120	1.955	1.338	1.307	2.278	1.239	36.623	14.405	0.142	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_37\XRF data\L000008.spe	1285.60	5.94	1	0.010381	-0.008249	0.010160	0.076187	109421	3.92	0.977	13.995	0.021	0.000	2.273	27.295	14.266	22.316	2.518	2.660	27.986	681.189	2.870	1.498	5.860	1.257	0.517	3.521	2.390	0.821	0.209	1.114	1.002	0.986	0.970	1.476	0.000	0.056	4.166	0.516	15.583	2.804	2.726	0.911	2.164	1.231	1.061	2.313	1.175	36.115	14.026	0.142	
