C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_32     2023-09-18  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	As	Br	Rb	Sr	Zr	Sb	Ba	Ce	Pr	Nd	Sm	Eu	Gd	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W Lb2	W La inel	W Lb1 inel	W Lb2 inel	Mo inc	Mo coh	Dt	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_32\XRF data\L000000.spe	1114.00	5.93	1	0.010381	-0.008249	0.010160	0.076187	104151	3.81	0.918	15.492	0.027	0.000	2.151	26.255	48.361	20.776	2.156	3.016	26.144	575.625	2.345	1.186	7.301	1.490	0.635	3.387	2.853	0.924	0.435	1.552	1.005	1.087	0.948	1.622	0.000	0.105	3.034	0.913	12.798	2.142	2.246	1.423	2.222	1.190	1.068	2.188	1.166	37.637	14.999	0.138	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_32\XRF data\L000001.spe	1114.20	5.93	1	0.010376	-0.008249	0.010160	0.076187	105136	3.78	1.069	15.416	0.054	0.000	2.275	25.876	46.280	20.762	2.264	2.977	24.294	589.987	2.326	1.183	7.248	1.305	0.847	3.426	3.057	0.705	0.375	1.903	0.806	0.944	1.079	1.779	0.000	0.062	3.615	0.325	15.291	2.547	1.904	1.158	2.562	1.066	1.177	1.858	2.170	38.338	14.882	0.139	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_32\XRF data\L000002.spe	1114.40	5.93	1	0.010378	-0.008249	0.010160	0.076187	104827	3.59	1.009	15.159	0.007	0.000	2.178	25.414	52.022	21.441	2.359	3.450	23.202	583.391	2.484	0.955	7.236	1.422	0.788	3.312	3.181	1.002	0.439	1.804	0.730	0.938	1.180	1.657	0.000	0.000	3.281	0.637	14.085	2.600	2.721	1.152	2.679	1.094	1.250	2.220	1.611	37.681	15.168	0.139	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_32\XRF data\L000003.spe	1114.60	5.93	1	0.010379	-0.008249	0.010160	0.076187	104715	3.46	0.976	15.265	0.050	0.000	2.271	25.593	52.891	21.435	2.455	4.078	24.724	577.526	2.592	1.185	7.389	1.362	0.658	3.279	3.663	1.364	0.413	1.676	0.851	1.048	1.125	1.608	0.000	0.264	3.247	0.674	13.176	2.631	2.319	1.690	2.034	1.175	1.494	2.407	1.540	37.777	15.128	0.139	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_32\XRF data\L000004.spe	1114.80	5.93	1	0.010380	-0.008249	0.010160	0.076187	104786	3.59	0.994	15.406	0.034	0.000	2.322	26.016	48.551	20.926	2.201	3.743	26.025	576.074	2.684	1.257	7.190	1.742	0.599	3.496	3.467	1.598	0.493	1.561	0.930	0.865	1.245	1.731	0.000	0.026	3.279	0.476	13.578	2.672	2.047	1.812	2.143	1.091	1.723	2.047	1.665	38.143	15.006	0.140	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_32\XRF data\L000005.spe	1115.00	5.93	1	0.010380	-0.008249	0.010181	0.076187	105660	3.64	0.991	15.258	0.024	0.000	2.324	25.647	55.483	20.679	2.363	3.217	27.376	583.346	2.768	0.999	7.633	1.608	0.821	3.405	3.135	1.263	0.479	1.645	0.862	1.109	1.131	1.663	0.000	0.137	3.360	0.811	13.967	2.575	1.944	1.360	2.170	1.397	1.159	2.405	1.705	37.141	15.143	0.140	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_32\XRF data\L000006.spe	1115.20	5.93	1	0.010378	-0.008249	0.010120	0.076187	105097	3.46	0.958	15.118	0.000	0.000	2.245	26.173	60.078	20.407	2.562	2.994	26.879	572.478	2.567	1.280	7.302	1.738	0.841	3.557	3.158	1.030	0.549	1.989	0.790	1.045	1.070	1.663	0.000	0.290	3.245	0.734	14.618	2.421	1.600	1.494	2.029	1.673	1.117	2.274	1.388	37.835	14.928	0.141	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_32\XRF data\L000007.spe	1115.40	5.93	1	0.010378	-0.008249	0.010120	0.076187	106356	3.38	0.996	15.002	0.000	0.000	2.318	26.003	54.084	21.603	2.430	2.712	27.039	585.739	2.500	1.140	7.207	1.542	0.947	3.561	3.493	0.871	0.420	1.858	0.889	1.166	1.004	1.604	0.000	0.228	3.562	0.612	14.875	2.492	2.022	1.776	2.133	1.353	1.192	2.352	2.215	37.995	15.150	0.141	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_32\XRF data\L000008.spe	1115.60	5.93	1	0.010378	-0.008249	0.010141	0.076187	107107	3.43	1.011	15.186	0.012	0.000	2.214	26.580	58.656	22.194	2.247	3.045	28.220	588.370	2.486	1.203	7.366	1.467	0.843	3.668	3.325	2.062	0.395	1.819	0.925	0.936	0.922	1.724	0.000	0.076	3.357	0.306	14.748	2.727	1.844	1.601	2.259	1.490	0.982	2.195	1.935	38.001	15.072	0.142	
