C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_27     2023-09-18  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	As	Br	Rb	Sr	Zr	Sb	Ba	Ce	Pr	Nd	Sm	Eu	Gd	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W Lb2	W La inel	W Lb1 inel	W Lb2 inel	Mo inc	Mo coh	Dt	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_27\XRF data\L000000.spe	943.00	5.83	1	0.010381	-0.008249	0.010160	0.076187	104205	4.93	0.947	13.573	0.040	0.000	2.575	29.250	493.533	15.071	1.407	2.242	16.215	346.765	1.966	1.009	10.491	1.962	0.098	1.751	6.595	0.394	2.297	0.781	0.519	0.485	0.618	1.096	0.061	0.033	1.726	0.044	7.666	1.601	1.293	1.313	1.752	1.915	0.400	1.375	1.083	29.906	14.026	0.132	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_27\XRF data\L000001.spe	943.20	5.83	1	0.010381	-0.008249	0.010160	0.076187	103250	5.01	0.750	12.320	0.036	0.000	2.517	27.792	489.878	15.277	1.325	1.965	27.486	335.140	1.751	0.861	10.405	1.870	0.309	1.382	6.165	0.420	2.440	0.746	0.531	0.561	0.625	1.097	0.000	0.000	1.901	0.486	8.268	1.741	1.480	1.433	1.991	1.993	0.573	1.519	1.309	30.216	14.204	0.131	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_27\XRF data\L000002.spe	943.40	5.82	1	0.010376	-0.008249	0.010160	0.076187	97989	4.41	0.791	11.965	0.034	0.027	2.667	27.447	433.000	14.371	1.188	1.985	12.903	328.810	1.600	0.874	10.119	2.123	0.241	1.742	5.996	0.299	2.680	1.075	0.341	0.553	0.710	1.278	0.000	0.000	1.532	0.000	8.880	1.914	1.061	1.476	1.705	1.901	0.289	1.442	1.214	31.092	14.414	0.127	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_27\XRF data\L000003.spe	943.60	5.82	1	0.010375	-0.008249	0.010160	0.076187	95757	4.26	0.764	11.364	0.021	0.011	2.654	26.153	428.757	13.066	1.107	1.846	9.547	314.052	1.607	0.812	10.036	1.734	0.322	1.719	6.178	0.801	2.570	1.002	0.384	0.481	0.601	1.329	0.314	0.097	1.289	0.000	9.020	1.735	1.020	1.474	1.453	1.438	0.185	1.255	1.163	30.070	14.551	0.126	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_27\XRF data\L000004.spe	943.80	5.83	1	0.010378	-0.008249	0.010160	0.076187	93273	4.05	0.738	10.879	0.000	0.000	2.587	25.194	403.521	12.837	1.063	1.792	9.349	307.756	1.490	0.602	10.281	1.665	0.193	1.730	5.677	0.536	2.136	0.886	0.424	0.526	0.567	1.195	0.000	0.000	1.695	0.000	8.664	1.746	1.147	2.080	1.649	1.565	0.584	1.182	1.225	29.672	14.041	0.125	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_27\XRF data\L000005.spe	944.00	5.83	1	0.010378	-0.008249	0.010204	0.076187	91233	4.13	0.756	10.603	0.008	0.040	2.697	24.430	387.737	12.931	1.294	4.117	8.905	300.024	1.668	0.447	9.343	1.748	0.362	1.500	5.785	0.973	2.358	0.743	0.431	0.419	0.614	1.192	0.079	0.040	1.425	0.353	8.365	1.522	1.084	1.798	1.343	1.523	0.460	1.102	1.739	29.743	14.245	0.122	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_27\XRF data\L000006.spe	944.20	5.83	1	0.010377	-0.008249	0.010204	0.076187	89968	3.96	0.698	10.049	0.042	0.050	2.732	23.331	381.977	12.030	1.071	7.207	9.081	292.630	1.538	0.465	8.897	1.667	0.404	1.637	6.144	0.937	2.178	0.801	0.322	0.432	0.687	1.136	0.000	0.035	1.595	0.000	8.271	1.732	1.018	1.461	1.473	1.628	0.557	0.966	1.961	30.611	14.386	0.122	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_27\XRF data\L000007.spe	944.40	5.83	1	0.010376	-0.008249	0.010204	0.076187	89170	4.06	0.668	9.890	0.040	0.000	2.529	23.449	369.294	11.711	0.994	2.253	8.786	293.198	1.678	0.664	9.180	1.623	0.253	1.791	6.358	0.520	2.041	0.925	0.326	0.495	0.597	1.170	0.018	0.125	1.519	0.000	8.436	1.549	1.292	1.174	1.641	1.514	0.177	0.891	1.246	30.950	14.375	0.122	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_27\XRF data\L000008.spe	944.60	5.83	1	0.010379	-0.008249	0.010204	0.076187	91233	3.98	0.717	10.109	0.045	0.000	2.562	24.354	371.177	12.489	1.178	1.849	8.627	306.272	1.745	0.559	9.445	1.597	0.430	1.914	6.366	0.641	2.025	0.651	0.470	0.554	0.575	1.140	0.189	0.000	1.461	0.000	8.396	1.836	1.531	1.157	1.616	1.605	0.281	1.042	0.940	30.401	14.397	0.123	
