C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_4     2023-09-18  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	As	Br	Rb	Sr	Zr	Sb	Ba	Ce	Pr	Nd	Sm	Eu	Gd	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W Lb2	W La inel	W Lb1 inel	W Lb2 inel	Mo inc	Mo coh	Dt	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_4\XRF data\L000000.spe	129.00	6.24	1	0.010381	-0.008249	0.010160	0.076187	104358	3.81	0.830	16.258	0.039	0.519	2.313	25.991	32.087	23.100	1.817	3.130	31.337	557.989	2.344	1.192	8.221	2.592	0.602	3.308	2.436	1.087	0.303	1.603	1.237	1.083	0.938	1.704	0.000	0.244	3.529	0.315	12.229	2.334	2.054	1.957	2.085	1.490	1.257	2.031	1.339	38.270	15.384	0.140	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_4\XRF data\L000001.spe	129.20	6.24	1	0.010381	-0.008249	0.010160	0.076187	105218	3.86	0.844	16.342	0.006	0.000	2.293	26.068	36.120	23.283	2.149	3.156	35.141	560.106	2.314	1.216	8.380	2.307	0.530	3.177	2.485	1.147	0.341	2.148	0.952	1.019	1.160	1.784	0.000	0.331	3.447	0.626	12.131	2.621	2.021	1.524	2.269	1.503	1.259	2.682	1.382	38.009	14.867	0.141	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_4\XRF data\L000002.spe	129.40	6.24	1	0.010376	-0.008249	0.010160	0.076187	105322	3.62	0.833	16.190	0.027	0.000	2.405	27.225	34.029	23.151	1.994	3.103	30.598	562.844	2.128	1.338	8.006	1.787	0.411	3.360	2.321	1.243	0.293	2.510	0.762	0.998	1.198	1.886	0.000	0.082	3.227	0.229	14.543	2.690	1.784	1.558	2.346	1.422	0.947	2.599	1.976	39.087	15.718	0.142	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_4\XRF data\L000003.spe	129.60	6.24	1	0.010378	-0.008249	0.010160	0.076187	107002	3.42	0.848	16.394	0.061	0.000	2.246	27.712	35.890	24.962	1.918	3.324	31.605	577.592	2.326	1.525	7.870	1.687	0.669	3.253	2.273	1.490	0.239	2.336	0.964	1.150	1.204	1.880	0.000	0.223	3.048	0.695	14.363	2.497	2.067	1.692	2.494	1.745	1.387	2.542	1.833	38.030	15.664	0.143	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_4\XRF data\L000004.spe	129.80	6.23	1	0.010377	-0.008249	0.010160	0.076187	108175	3.82	0.919	16.549	0.009	0.000	2.230	26.766	36.510	22.738	1.630	3.056	30.559	592.293	2.307	1.537	8.179	1.879	0.367	3.487	2.181	1.194	0.392	2.331	0.935	1.074	1.212	2.139	0.000	0.209	3.770	0.590	15.133	2.556	1.697	1.815	2.700	1.302	1.400	2.438	2.078	39.001	15.158	0.144	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_4\XRF data\L000005.spe	130.00	6.23	1	0.010380	-0.008249	0.010160	0.076187	109340	3.86	0.809	16.648	0.023	0.000	2.328	27.055	34.757	23.014	1.927	3.182	30.079	606.257	2.457	1.472	8.802	1.492	0.625	3.359	2.357	1.216	0.290	2.027	1.049	1.158	0.981	1.859	0.000	0.183	3.651	1.199	13.446	2.875	2.462	1.643	2.501	1.337	1.276	2.385	1.982	39.320	15.432	0.145	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_4\XRF data\L000006.spe	130.20	6.23	1	0.010380	-0.008249	0.010160	0.076187	107314	3.85	0.892	16.411	0.047	0.000	2.457	28.947	32.664	22.731	1.931	3.060	29.102	583.033	2.326	1.337	8.419	1.577	0.376	3.614	2.358	1.331	0.303	2.182	1.071	1.195	0.968	1.654	0.000	0.370	3.319	0.529	13.238	2.543	2.407	1.544	2.478	1.472	1.359	2.448	2.067	39.568	15.286	0.144	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_4\XRF data\L000007.spe	130.40	6.23	1	0.010380	-0.008249	0.010160	0.076187	107091	3.69	0.874	16.328	0.061	0.000	2.374	27.253	36.732	22.211	1.728	2.917	28.835	578.353	2.233	1.464	8.373	1.632	0.683	3.342	2.645	1.354	0.215	1.692	1.305	1.165	0.841	1.695	0.000	0.303	3.284	0.962	13.001	2.644	2.556	1.359	2.733	1.614	1.200	2.217	1.706	38.720	15.701	0.144	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_4\XRF data\L000008.spe	130.60	6.23	1	0.010376	-0.008249	0.010160	0.076187	106129	3.63	0.877	16.147	0.000	0.000	2.373	26.712	41.477	24.334	2.255	3.272	30.724	558.487	2.338	1.432	8.527	1.532	0.550	3.345	2.500	1.402	0.314	2.509	0.752	0.856	1.095	1.897	0.000	0.214	3.195	0.850	14.509	2.620	1.960	1.625	2.212	1.425	1.292	2.566	1.676	39.422	15.841	0.143	
