C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_31     2023-09-18  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	As	Br	Rb	Sr	Zr	Sb	Ba	Ce	Pr	Nd	Sm	Eu	Gd	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W Lb2	W La inel	W Lb1 inel	W Lb2 inel	Mo inc	Mo coh	Dt	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_31\XRF data\L000000.spe	1080.00	5.90	1	0.010381	-0.008249	0.010160	0.076187	96487	3.77	0.874	16.213	0.079	0.000	2.156	20.945	16.462	22.361	1.956	2.733	21.748	495.067	1.957	0.825	7.323	1.921	0.803	2.938	2.180	1.290	0.159	1.481	1.240	1.052	0.937	1.816	0.185	0.172	2.702	0.389	11.391	1.997	1.903	1.841	2.736	1.250	1.523	2.909	1.806	38.392	15.057	0.135	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_31\XRF data\L000001.spe	1080.20	5.90	1	0.010376	-0.008249	0.010160	0.076187	98640	3.70	0.767	16.022	0.091	0.000	2.224	22.243	17.126	21.692	1.957	2.765	21.678	520.360	2.241	1.076	7.770	1.588	0.699	3.276	1.904	1.694	0.252	2.127	0.843	0.846	1.079	2.013	0.000	0.164	2.848	0.272	14.079	2.417	1.400	2.176	2.081	1.118	1.400	2.772	1.973	39.171	14.905	0.136	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_31\XRF data\L000002.spe	1080.40	5.90	1	0.010376	-0.008249	0.010160	0.076187	99160	3.52	0.817	16.381	0.068	0.000	2.268	21.724	17.040	21.358	1.992	2.962	21.543	522.410	2.098	0.842	7.776	1.835	0.754	2.945	2.200	1.237	0.186	2.087	0.732	0.988	1.081	1.905	0.000	0.227	2.918	0.855	13.127	2.559	1.696	1.704	2.261	2.016	1.665	2.745	1.725	39.823	15.408	0.138	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_31\XRF data\L000003.spe	1080.60	5.90	1	0.010376	-0.008249	0.010160	0.076187	97139	3.76	0.799	15.990	0.072	0.000	2.138	21.556	16.601	21.178	2.049	2.945	20.043	498.180	2.088	1.035	7.771	1.696	0.767	3.120	1.895	1.353	0.165	2.115	0.777	0.877	1.012	1.901	0.000	0.466	2.701	0.118	12.684	2.172	1.359	1.773	2.590	2.007	1.368	2.395	2.380	38.928	15.214	0.136	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_31\XRF data\L000004.spe	1080.80	5.90	1	0.010381	-0.008249	0.010160	0.076187	99726	3.51	0.794	15.987	0.058	0.000	2.103	21.324	17.090	22.105	2.191	3.119	26.751	518.649	2.384	0.968	7.751	1.854	0.556	2.945	1.800	1.841	0.152	1.824	1.058	1.010	0.945	1.945	0.144	0.283	2.834	0.831	12.056	2.175	2.280	1.543	2.530	1.491	1.376	2.510	1.817	38.862	15.123	0.138	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_31\XRF data\L000005.spe	1081.00	5.90	1	0.010381	-0.008249	0.010166	0.076187	99789	3.50	0.755	16.100	0.051	0.015	2.311	21.482	17.091	22.542	2.007	3.235	24.421	520.754	2.373	0.875	7.779	1.671	0.787	3.466	2.116	1.493	0.113	1.602	0.911	1.013	1.037	2.026	0.000	0.239	3.112	0.596	11.732	2.270	2.092	1.465	2.362	1.598	1.568	2.338	1.233	39.548	14.796	0.139	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_31\XRF data\L000006.spe	1081.20	5.90	1	0.010381	-0.008249	0.010166	0.076187	99493	3.35	0.746	16.297	0.065	0.000	2.179	21.766	17.024	21.876	2.187	2.845	22.534	514.971	2.467	0.918	7.756	1.814	0.850	3.289	2.087	1.757	0.190	1.582	0.942	1.023	1.037	1.747	0.000	0.225	2.688	0.253	11.905	2.206	2.081	1.765	2.302	1.157	2.128	2.070	1.751	40.929	15.576	0.138	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_31\XRF data\L000007.spe	1081.40	5.90	1	0.010381	-0.008249	0.010166	0.076187	99330	3.49	0.741	15.987	0.072	0.000	2.127	20.812	17.179	24.150	1.966	3.036	22.872	514.010	2.167	0.931	7.619	1.549	0.791	2.986	2.006	1.349	0.218	1.775	0.844	1.032	0.956	1.891	0.000	0.473	3.034	0.364	11.696	2.169	1.664	1.810	2.350	1.651	1.664	2.300	1.850	40.549	15.524	0.138	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_31\XRF data\L000008.spe	1081.60	5.90	1	0.010381	-0.008249	0.010166	0.076187	98969	3.62	0.821	15.897	0.065	0.000	2.223	21.434	17.064	23.927	1.892	2.980	21.617	509.181	2.138	0.957	7.551	1.700	0.826	2.761	1.980	1.496	0.205	1.507	1.122	1.134	0.983	1.719	0.000	0.473	3.242	1.391	11.680	2.080	1.958	1.787	2.521	1.614	1.851	2.239	1.821	40.435	15.244	0.138	
