C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_40     2023-09-18  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	As	Br	Rb	Sr	Zr	Sb	Ba	Ce	Pr	Nd	Sm	Eu	Gd	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W Lb2	W La inel	W Lb1 inel	W Lb2 inel	Mo inc	Mo coh	Dt	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_40\XRF data\L000000.spe	1385.00	5.88	1	0.010381	-0.008249	0.010160	0.076187	98253	4.97	0.763	10.200	0.000	0.093	2.696	23.198	510.110	12.477	1.201	1.777	17.088	310.609	1.956	0.393	3.131	1.080	0.388	1.258	10.903	0.485	2.377	0.463	0.461	0.500	0.566	1.011	0.000	0.061	1.429	0.122	7.559	1.501	1.238	1.227	1.569	1.947	0.158	1.054	0.846	27.879	14.028	0.125	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_40\XRF data\L000001.spe	1385.20	5.88	1	0.010376	-0.008249	0.010160	0.076187	97917	4.37	0.745	10.290	0.070	0.059	2.637	23.441	490.868	12.774	1.326	1.703	12.628	318.785	1.880	0.376	3.083	1.002	0.395	1.156	10.937	0.424	2.873	0.783	0.260	0.547	0.661	1.138	0.000	0.000	1.204	0.295	8.974	1.682	1.108	1.334	1.590	1.972	0.426	0.857	0.731	29.097	13.880	0.126	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_40\XRF data\L000002.spe	1385.40	5.88	1	0.010376	-0.008249	0.010178	0.076187	98240	4.42	0.768	10.422	0.079	0.039	2.661	23.283	480.870	13.639	1.357	1.727	11.329	330.022	1.630	0.438	3.325	1.166	0.506	1.662	11.063	0.516	2.778	0.834	0.335	0.452	0.713	1.115	0.182	0.043	1.450	0.000	8.880	1.842	0.956	1.396	1.406	2.170	0.645	0.942	0.997	29.377	13.884	0.126	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_40\XRF data\L000003.spe	1385.60	5.88	1	0.010378	-0.008249	0.010178	0.076187	98315	4.45	0.830	10.282	0.110	0.049	2.632	22.882	482.732	12.913	1.233	1.882	11.709	332.959	1.558	0.518	3.022	0.882	0.276	1.466	10.903	0.566	2.464	0.749	0.331	0.558	0.621	1.021	0.078	0.050	1.426	0.085	9.087	1.983	1.125	1.345	1.316	1.868	0.469	1.065	0.960	29.168	13.753	0.126	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_40\XRF data\L000004.spe	1385.80	5.89	1	0.010377	-0.008249	0.010158	0.076187	98635	4.48	0.721	10.471	0.000	0.052	2.824	23.286	498.324	12.944	1.241	1.916	11.514	325.243	1.650	0.446	3.326	0.927	0.565	1.415	10.492	0.752	2.623	0.805	0.361	0.378	0.561	1.185	0.183	0.000	1.590	0.087	8.443	1.849	1.087	1.457	1.798	2.050	0.713	0.847	1.410	27.863	13.775	0.126	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_40\XRF data\L000005.spe	1386.00	5.89	1	0.010376	-0.008249	0.010158	0.076187	99419	4.38	0.843	10.142	0.057	0.074	2.598	23.842	519.978	13.291	1.118	1.710	11.981	317.404	1.536	0.319	3.014	0.705	0.376	1.019	10.807	1.302	2.877	0.899	0.194	0.469	0.656	1.126	0.000	0.000	1.443	0.175	8.802	1.605	1.095	1.530	1.717	1.818	0.567	0.925	1.162	27.436	13.595	0.126	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_40\XRF data\L000006.spe	1386.20	5.89	1	0.010376	-0.008249	0.009989	0.076187	99325	4.25	0.679	10.124	0.000	0.066	2.695	23.767	513.718	12.030	1.199	1.762	11.896	322.452	1.654	0.447	3.024	0.687	0.235	1.519	10.854	1.133	3.405	0.853	0.324	0.406	0.646	1.179	0.321	0.043	1.063	0.000	8.847	1.575	1.203	1.336	1.521	1.626	0.526	0.737	1.283	28.502	13.982	0.126	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_40\XRF data\L000007.spe	1386.40	5.88	1	0.010376	-0.008249	0.009989	0.076187	98687	4.51	0.714	10.457	0.089	0.045	2.671	23.607	509.266	12.513	1.085	1.698	12.850	317.706	1.833	0.383	3.155	0.835	0.456	1.267	10.966	1.727	3.379	0.835	0.335	0.554	0.670	1.093	0.154	0.000	1.432	0.000	8.889	1.524	0.906	1.502	1.535	1.660	0.097	1.117	1.002	28.357	13.806	0.126	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_40\XRF data\L000008.spe	1386.60	5.88	1	0.010379	-0.008249	0.009989	0.076187	97915	4.42	0.700	10.144	0.014	0.041	2.642	23.408	493.347	12.462	1.044	1.705	11.714	316.884	1.620	0.294	2.986	0.773	0.387	0.974	11.459	1.129	2.984	0.609	0.406	0.469	0.626	1.126	0.245	0.000	1.163	0.456	8.098	1.567	1.464	1.348	1.403	1.611	0.300	1.093	0.652	29.146	13.636	0.126	
