C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_38     2023-09-18  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	As	Br	Rb	Sr	Zr	Sb	Ba	Ce	Pr	Nd	Sm	Eu	Gd	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W Lb2	W La inel	W Lb1 inel	W Lb2 inel	Mo inc	Mo coh	Dt	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_38\XRF data\L000000.spe	1318.00	6.00	1	0.010381	-0.008249	0.010160	0.076187	95847	3.77	0.760	10.709	0.019	0.237	2.454	22.529	190.553	16.024	1.599	2.120	18.022	490.644	2.013	0.852	5.390	1.138	0.406	1.963	6.485	0.836	0.997	0.609	0.647	0.792	0.855	0.974	0.000	0.000	2.447	0.721	11.478	2.108	2.194	0.919	1.032	1.035	0.461	1.815	1.192	29.939	13.174	0.126	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_38\XRF data\L000001.spe	1318.20	6.01	1	0.010381	-0.008249	0.010160	0.076187	97203	3.92	0.855	11.331	0.008	0.000	2.351	22.906	181.171	16.572	1.670	1.962	19.064	493.911	2.062	0.823	5.545	1.177	0.573	2.705	5.233	0.904	0.959	0.715	0.697	0.809	0.872	1.038	0.000	0.150	2.378	0.155	11.234	1.988	1.795	1.015	1.352	1.069	0.469	1.502	1.210	31.814	13.327	0.129	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_38\XRF data\L000002.spe	1318.40	6.01	1	0.010381	-0.008249	0.010160	0.076187	99665	3.92	0.937	12.243	0.046	0.000	2.297	24.591	163.959	17.372	2.189	2.172	23.594	512.203	2.162	1.131	6.059	1.051	0.656	2.552	5.175	0.695	0.987	0.852	0.771	0.674	0.808	1.333	0.000	0.019	2.881	0.329	11.633	2.024	2.053	1.138	1.633	1.725	0.426	1.619	1.039	32.439	13.543	0.131	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_38\XRF data\L000003.spe	1318.60	6.01	1	0.010381	-0.008249	0.010160	0.076187	101572	4.00	0.899	12.624	0.019	0.000	2.351	25.798	150.061	18.044	1.923	2.228	20.843	540.778	2.056	1.062	6.239	1.196	0.518	2.483	5.115	1.072	0.988	0.746	0.894	0.885	0.925	1.386	0.000	0.000	3.024	0.621	12.104	2.283	2.085	1.377	1.740	2.104	0.804	2.123	1.113	32.452	13.327	0.133	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_38\XRF data\L000004.spe	1318.80	6.01	1	0.010381	-0.008249	0.010160	0.076187	102477	4.06	0.918	12.517	0.047	0.000	2.417	26.483	151.416	19.635	1.941	2.407	19.922	553.096	2.466	0.966	5.861	1.238	0.461	2.423	5.546	0.687	0.831	0.897	0.790	0.812	0.953	1.276	0.000	0.000	3.113	0.756	12.348	2.671	2.464	1.765	1.756	1.846	1.025	1.909	1.600	32.316	13.860	0.134	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_38\XRF data\L000005.spe	1319.00	6.01	1	0.010381	-0.008249	0.010160	0.076187	104828	4.21	0.884	11.998	0.046	0.000	2.377	25.719	212.947	17.913	1.956	2.403	19.217	540.263	2.176	0.890	5.810	1.013	0.139	2.438	5.895	0.988	1.163	0.639	0.776	0.766	0.889	1.193	0.000	0.000	2.893	0.350	12.268	2.459	2.234	1.215	1.671	1.428	0.486	1.624	1.228	32.562	14.325	0.135	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_38\XRF data\L000006.spe	1319.20	6.01	1	0.010382	-0.008249	0.010160	0.076187	105943	4.58	0.942	11.965	0.044	0.000	2.366	24.702	252.972	16.828	1.593	2.180	18.496	529.067	1.939	0.724	5.526	0.963	0.365	2.426	6.411	0.742	1.290	0.726	0.699	0.908	0.789	1.151	0.000	0.000	2.958	0.485	11.683	2.319	2.309	1.202	1.969	1.525	0.598	1.409	0.907	32.760	14.211	0.136	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_38\XRF data\L000007.spe	1319.40	6.02	1	0.010377	-0.008249	0.010160	0.076187	105987	3.90	0.843	11.692	0.054	0.028	2.415	23.821	214.444	15.472	1.728	2.195	18.869	563.409	2.097	1.077	5.702	1.051	0.657	2.634	5.912	0.739	1.447	1.195	0.491	0.720	0.926	1.304	0.000	0.000	2.924	0.500	14.655	2.645	2.049	1.304	1.742	1.605	0.558	1.049	0.994	33.063	14.322	0.136	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_38\XRF data\L000008.spe	1319.60	6.01	1	0.010377	-0.008249	0.010160	0.076187	101921	3.72	0.879	12.060	0.067	0.040	2.363	25.889	194.400	16.231	1.678	2.309	18.609	524.198	1.994	0.997	5.555	0.998	0.442	2.778	5.656	0.894	1.081	1.079	0.538	0.719	0.908	1.450	0.000	0.155	2.933	0.526	13.002	2.228	1.642	1.064	1.465	1.698	0.721	1.663	0.967	33.170	14.303	0.133	
