C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_50     2023-09-18  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	As	Br	Rb	Sr	Zr	Sb	Ba	Ce	Pr	Nd	Sm	Eu	Gd	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W Lb2	W La inel	W Lb1 inel	W Lb2 inel	Mo inc	Mo coh	Dt	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_50\XRF data\L000000.spe	1720.00	6.00	1	0.010381	-0.008249	0.010160	0.076187	109210	4.31	1.179	12.979	0.000	0.000	2.196	29.377	275.116	21.024	1.912	2.391	20.527	543.146	1.916	0.693	3.954	1.416	0.471	2.486	7.168	0.643	1.635	1.160	0.626	0.866	0.807	1.240	0.000	0.000	3.053	0.782	12.328	1.991	2.023	0.937	1.988	2.143	0.760	1.574	1.342	31.326	14.234	0.137	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_50\XRF data\L000001.spe	1720.20	6.00	1	0.010381	-0.008249	0.010160	0.076187	110423	4.50	1.023	12.900	0.000	0.000	2.186	30.220	264.177	21.100	2.138	2.352	21.867	561.803	2.032	0.930	4.223	1.268	0.557	2.414	7.129	0.917	1.661	1.013	0.778	0.882	0.873	1.173	0.000	0.183	2.617	0.769	12.470	2.059	1.905	1.158	1.943	1.802	0.633	1.730	1.065	30.343	14.174	0.138	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_50\XRF data\L000002.spe	1720.40	6.00	1	0.010377	-0.008249	0.010160	0.076187	110387	4.11	1.057	12.965	0.032	0.000	2.187	29.834	255.008	21.230	2.094	2.534	22.542	561.507	2.145	1.165	4.271	1.292	0.667	2.634	6.868	0.656	1.728	1.285	0.640	0.861	1.052	1.371	0.000	0.000	2.915	0.243	14.788	2.330	1.842	1.692	1.626	2.099	0.451	2.220	1.385	32.656	14.101	0.138	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_50\XRF data\L000003.spe	1720.60	6.00	1	0.010379	-0.008249	0.010160	0.076187	110020	4.21	1.060	12.760	0.016	0.000	2.290	29.850	257.061	20.886	2.000	2.593	23.085	552.492	2.100	0.933	4.068	1.225	0.579	2.847	6.997	0.677	1.537	0.876	0.806	0.879	0.920	1.283	0.000	0.000	2.794	0.181	13.173	2.456	1.993	1.414	1.852	2.099	0.726	2.099	1.027	32.091	14.100	0.138	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_50\XRF data\L000004.spe	1720.80	5.99	1	0.010380	-0.008249	0.010160	0.076187	110083	4.05	1.038	12.688	0.053	0.000	2.192	30.154	250.140	20.827	1.998	2.415	22.430	559.922	2.020	1.021	3.977	1.301	0.491	2.753	7.399	1.225	1.586	1.086	0.705	0.916	0.983	1.291	0.000	0.000	2.727	0.623	13.337	2.366	2.065	1.109	1.560	1.970	0.732	1.993	1.061	32.917	14.319	0.139	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_50\XRF data\L000005.spe	1721.00	6.00	1	0.010380	-0.008249	0.010160	0.076187	111169	4.29	0.974	12.829	0.059	0.000	2.214	29.403	276.946	20.537	1.985	2.401	22.196	557.347	2.144	0.789	3.988	1.364	0.591	2.824	7.506	1.000	1.631	0.807	0.760	0.867	0.942	1.132	0.000	0.000	2.976	0.346	12.893	2.309	2.177	1.366	1.727	1.868	0.911	1.886	1.166	32.933	14.881	0.139	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_50\XRF data\L000006.spe	1721.20	5.99	1	0.010377	-0.008249	0.010160	0.076187	110558	4.20	0.945	12.635	0.015	0.029	2.120	29.411	252.517	19.615	1.879	2.576	23.768	563.779	2.073	0.970	4.079	1.296	0.604	2.832	6.703	0.839	1.758	1.298	0.566	0.869	1.021	1.354	0.000	0.000	2.998	0.093	14.561	2.445	1.880	1.206	1.596	1.705	0.559	1.622	0.936	33.762	14.641	0.139	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_50\XRF data\L000007.spe	1721.40	5.99	1	0.010379	-0.008249	0.010160	0.076187	111726	4.20	1.042	12.847	0.006	0.000	2.247	29.722	240.912	20.544	1.868	2.495	23.301	582.788	2.105	0.869	4.169	1.255	0.520	2.872	7.550	0.928	1.594	0.911	0.729	0.928	0.963	1.176	0.000	0.000	3.152	0.293	14.153	2.577	2.046	0.879	1.703	2.139	0.730	1.833	1.155	32.732	14.639	0.140	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_50\XRF data\L000008.spe	1721.60	5.99	1	0.010380	-0.008249	0.010160	0.076187	111434	3.95	0.949	12.651	0.000	0.000	2.191	29.506	245.035	21.014	1.951	2.465	24.032	572.469	2.078	0.932	4.158	1.302	0.502	3.137	8.563	0.934	1.474	0.856	0.796	0.808	0.898	1.256	0.000	0.000	3.250	0.099	13.504	2.543	2.092	1.226	1.655	1.922	0.602	1.983	1.091	32.937	14.889	0.141	
