C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_24     2023-09-18  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Al	Si	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Ni	Cu	Zn	As	Br	Rb	Sr	Zr	Sb	Ba	Ce	Pr	Nd	Sm	Eu	Gd	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W Lb2	W La inel	W Lb1 inel	W Lb2 inel	Mo inc	Mo coh	Dt	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_24\XRF data\L000000.spe	804.00	5.91	1	0.010381	-0.008249	0.010160	0.076187	98187	3.73	0.951	13.535	0.000	0.000	2.394	26.885	135.710	20.335	1.742	2.960	19.782	489.950	2.082	1.207	5.409	2.168	0.508	2.811	3.600	0.597	0.854	1.228	0.857	0.993	0.842	1.467	0.000	0.145	2.928	0.712	11.035	2.144	1.755	1.115	1.917	1.630	1.087	2.149	1.332	34.024	14.184	0.131	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_24\XRF data\L000001.spe	804.20	5.91	1	0.010381	-0.008249	0.010160	0.076187	98548	3.96	0.979	13.669	0.000	0.000	2.425	26.537	121.762	21.549	2.025	2.885	19.816	500.105	2.053	1.314	5.469	1.498	0.425	2.833	3.966	1.186	0.723	1.227	0.867	0.932	0.913	1.509	0.000	0.264	2.916	0.364	11.339	2.325	1.672	1.434	2.015	1.560	1.029	2.397	1.474	33.171	14.542	0.132	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_24\XRF data\L000002.spe	804.40	5.91	1	0.010377	-0.008249	0.010160	0.076187	98168	3.60	0.950	13.866	0.000	0.000	2.510	26.602	122.715	19.552	1.937	2.958	20.665	495.507	2.059	1.140	5.335	1.305	0.624	2.859	3.799	0.947	0.918	1.647	0.681	0.778	0.968	1.639	0.000	0.131	2.562	0.433	12.284	1.987	1.236	1.064	1.694	1.732	1.146	2.125	1.550	34.317	14.508	0.132	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_24\XRF data\L000003.spe	804.60	5.91	1	0.010378	-0.008249	0.010160	0.076187	98291	3.48	0.929	13.268	0.042	0.000	2.510	25.965	123.134	20.838	1.988	2.953	22.503	496.687	2.107	0.997	5.475	1.422	0.569	2.651	3.912	0.904	0.821	1.446	0.906	0.926	0.959	1.488	0.000	0.000	2.723	0.595	11.823	2.270	1.181	1.078	1.896	1.410	0.750	1.810	1.444	34.063	14.422	0.132	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_24\XRF data\L000004.spe	804.80	5.92	1	0.010377	-0.008249	0.010160	0.076187	97477	3.86	0.969	13.068	0.005	0.000	2.425	25.722	130.076	21.053	1.866	2.767	21.141	485.889	2.153	0.964	5.518	1.354	0.457	2.652	4.056	0.735	0.936	1.611	0.751	0.851	0.921	1.585	0.000	0.144	2.236	0.481	12.324	2.156	1.412	1.376	1.534	1.278	1.137	2.166	1.340	34.510	14.394	0.131	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_24\XRF data\L000005.spe	805.00	5.92	1	0.010379	-0.008249	0.010160	0.076187	96052	3.50	0.870	13.089	0.016	0.000	2.441	25.672	132.682	19.899	1.706	2.688	19.567	467.139	2.044	1.072	5.098	1.188	0.391	2.804	3.941	0.518	0.868	1.184	0.848	0.950	0.944	1.445	0.000	0.181	2.286	0.229	11.851	1.853	1.706	1.424	1.998	1.501	1.160	1.720	1.386	34.340	14.170	0.130	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_24\XRF data\L000006.spe	805.20	5.92	1	0.010377	-0.008249	0.010160	0.076187	96168	3.48	0.911	12.785	0.007	0.000	2.593	25.270	125.035	19.378	1.856	2.757	21.071	474.395	2.139	1.028	5.349	0.937	0.622	2.735	4.256	0.716	0.897	1.786	0.551	0.837	1.014	1.544	0.000	0.250	2.598	0.605	12.599	2.310	1.665	1.356	2.015	1.375	1.144	1.881	1.335	35.697	14.367	0.131	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_24\XRF data\L000007.spe	805.40	5.92	1	0.010377	-0.008249	0.010160	0.076187	96284	3.41	0.919	12.592	0.029	0.000	2.357	25.284	120.426	18.983	1.860	2.729	21.826	477.372	2.292	1.092	5.253	1.258	0.603	2.874	4.139	0.577	0.720	1.723	0.806	0.926	0.906	1.362	0.000	0.102	2.590	0.600	12.397	2.166	1.751	1.220	2.013	1.599	1.282	1.706	0.931	35.748	14.581	0.131	
C:\Data\UCD\Agriculture\Sharon_ORourke\Shayan\Pellet_24\XRF data\L000008.spe	805.60	5.92	1	0.010376	-0.008249	0.010160	0.076187	97546	3.76	0.926	12.978	0.010	0.000	2.519	25.599	129.106	20.140	1.975	2.978	20.814	482.146	2.208	1.272	5.297	1.384	0.680	3.175	3.916	1.093	0.976	1.920	0.534	0.817	0.990	1.528	0.000	0.131	2.300	0.095	12.996	2.117	1.478	1.274	1.734	1.449	1.558	1.452	1.266	34.927	14.214	0.132	
